!SIL	SIL
%	P AH R S EY N T
un	AH N
unaware	AH N AH W EY R
uncomfortable	AH N K AH M F AH R T EY B AH L
under	AH N D AH R
underarm	AH N D AH R AA R M
underarms	AH N D AH R AA R M Z
understand	AH N D AH R S T AE N D
understanding	AH N D AH R S T AE N D IH N G
understood	AH N D AH R S T UH D
undertook	AH N D AH R T UH K
uneasy	AH N IY Z IY
unfortunately	AH N F AO R CH UH N EH T L IY
unique	Y UH N IH K
unit	Y UH N IH T
united	Y UW N AY T EH D
united	Y UW N AY T IH D
unity	Y UW N AH T IY
unity	Y UW N IH T IY
unsold	AH N S OW L D
unstill	AH N S T IH L
unstuck	AH N S T AH K
until	AH N T IH L
untill	AH N T IH L
unto	AH N T UW
unusually	AH N Y UH JH UH AH L IY
unwanted	AH N W AO N T EH D
unwanted	AH N W AO N T IH D
unwavering	AH N W EY V AH R IH NG
unwavering	AH N W EY W AH R IH NG
unwavering	AH N W EY W HH AH R IH NG
up	AH P
upon	AH P AO N
uprooted	AH P R UW T EH D
upset	AH P S EY T
upstream	AH P S T R IY M
urban	AH R B AH N
urged	AH R JH D
urmila	UH R M IH L AA
us	AH S
use	Y UW Z
used	Y UW Z D
useless	Y UH Z L EH S
using	Y UH Z IH N G
uska	UH S K AA
usual	Y UH JH UH AH L
usually	Y UH JH UH AH L IY
uttarkashi's	UH TH TH AH R K AA SH IY Z
utter	AH T AH R
v	W IY
vaccination	V AE K S IH N EY SH AH N
vaccination	W AE K S IH N EY SH AH N
vaccination	W HH AE K S IH N EY SH AH N
vain	W EY N
valley	W AE L IY
valuable	W AE L UH EY B AH L
value	W AE L Y UW
van	W AE N
vanish	V AE N IH SH
vanished	W AE N IH SH D
varieties	W AH R AY T IY Z
variety	W AH R AY T IY
various	V AH R IH AH S
various	V AH R IH Y AH S
various	V EY R IH AH S
various	W EY R IH AH S
various	W HH EH R IH AH S
vase	W EY Z
vast	W AA S T
vayu	W AA Y UH
veg	W EH JH
vegetables	W EH JH IH T EY B AH L S
verandah	W AH R AA N D AA
verb	V AH R B
verdict	W AH R D IH K T
version	W AH R JH AH N
very	W EH R IY
vessel	W EH S AH L
vessels	W EH S AH L S
veterinary	W EH T R IH N AH R IY
vibration	W AY B R EY SH AH N
vice	W AY S
view	W Y UW
views	V Y UW Z
village	W IH L EY JH
villager	W IH L EY JH AH R
villager's	W IH L EY JH AH R S
villager's	W IH L EY JH AH R Z
villagers	W IH L EY JH AH R S
villagers	W IH L EY JH AH R Z
villagers'	W IH L EY JH AH R S
villagers'	W IH L EY JH AH R Z
villages	W IH L EY JH EH S
vines	W AY N S
virus	V AY R AH S
visible	W IH Z IH B AH L
vision	W IH Z AH N
visit	W IH Z IH T
visited	W IH Z IH T EY D
visiting	W IH Z IH T IH N G
visual	V IH ZH AH W AH L
visuals	V IH Z UH AH L Z
visuals	W HH IH Z UH AH L Z
visuals	W IH Z UH AH L Z
voice	W OY S
volcanoes	V AO L K EY N OW Z
volcanoes	V OW L K AE N OW Z
volcanoes	W HH OW L K AE N OW Z
volcanoes	W OW L K EY N OW Z
vote	W OW T
voted	W OW T EH D
voter	W OW T AH R
vowed	V AW D
vowed	W AW D
vowed	W OW D
vowing	V AW IH NG
vowing	W AW IH N G
vowing	W AW IH NG
vowing	W HH AW IH NG
w	DH AH B L UH
wacks	W AE K S
wage	W EY JH
waist	W EY S T
waistcoat	W EY S T K OW T
wait	W EY T
waited	W EY T EH D
waiter	W EY T AH R
waiters	W EY T AH R S
waiters	W EY T AH R Z
waiting	W EY T IH N G
wake	W EY K
waking	W EY K IH NG
wale	W EY L
walk	W AO K
walked	W AO K D
walking	W AO K IH N G
walks	W AO K S
wall	W AO L
walls	W AO L S
walls	W AO L Z
walnut	W AO L N AH T
walnuts	W AO L N AH T S
want	W AO N T
wanted	W AO N T EH D
wanting	W AO N T IH N G
wants	W AO N T S
war	W AO R
ward	W AO R D
ware	W EY AH R
warm	W AO R M
warmly	W AO R M L IY
warn	W AO R N
warned	W AO R N D
warning	W AO R N IH N G
was	W AO Z
wash	W AO SH
washed	W AO SH D
washerman	W AO SH AH R M AE N
washing	W AO SH IH N G
washington	W AO SH IH N G T AH N
washman	W AO SH M AE N
washroom	W AO SH R UW M
wasn't	W AO Z AH N T
wast	W AA S T
waste	W EY S T
wasting	W EY S T IH N G
watch	W AO CH
watched	W AO CH D
watching	W AO CH IH N G
water	W AO T AH R
water-seed	W AO T AH R S IY D
watered	W AO T AH R D
waters	W AO T AH R S
waterseed	W AO T AH R S IY D
watt	W AO T
wave	W EY W
waves	W EY W Z
waving	W EY W IH N G
wax	W AE K S
way	W EY
ways	W EY Z
we	W IY
we'll	W IY W IH L
we're	W IH AA R
we've	W IY HH AE W
weak	W IY K
weaken	W IY K EH N
weaker	W IY K AH R
wealth	W EH L TH
wear	W EY AH R
wear	W IH AH R
wearing	W EY AH R IH N G
wearing	W IH AH R IH N G
weather	W EH DH AH R
weaving	W IY W IH N G
web	W EH B
webbed	W EH B D
webs	W EH B Z
wed	W EH D
wedding	W EH D IH N G
weddings	W EH D IH NG Z
wedged	W EH JH D
weed	W IY D
week	W IY K
weeks	W IY K S
weight	W EY T
welcome	W EH L K AH M
weld	W EH L D
well	W EH L
well-known	W EH L N OW N
well-off	W EH L AO F
wending	W EH N D IH NG
wens	W EH N S
went	W EH N T
wept	W EH P T
werdick	W EH R D IH K
were	W AE R
were	W AH R
were	W EH R
weren't	W AH R N T
west	W EH S T
wet	W EH T
wetness	W EH T N EH S
wh	D AH B AH L Y UW
what	W AO T
what	W HH AO T
what's	W AO T S
what's	W HH AO T S
whatever	W AO T EH W AH R
whatever	W HH AO T EH W AH R
whats	W HH AA T S
wheat	W HH IY T
wheel	W HH IY L
when	W EH N
when	W HH EH N
whenever	W EH N EY W AH R
where	W EY AH R
where	W HH EH R
where	W HH EY AH R
whether	W EH DH AH R
whether	W HH EH DH AH R
which	W IH CH
while	W AY L
while	W HH AY L
whiles	W AY L S
whiles	W HH AY L S
whip	W HH IH P
whipped	W HH IH P D
whispered	W HH IH S P AH R D
whispering	W HH IH S P AH R IH N G
whistle	W HH IH S AH L
whistling	W HH IH S L IH N G
white	W AY T
white	W HH AY T
who	HH UW
who's	HH UW Z
whoever	HH UW EH V AH R
whole	HH OW L
whom	HH UW M
whose	HH UW Z
why	W HH AA Y
why	W HH AY
wicked	W IH K EH D
wide	W AY D
widely	W AY D L IY
wider	W AY D AH R
wife	W AY F
wife's	W AY F S
wig	W IH G
wiggled	W IH G AH L D
wigs	W IH G Z
wild	W AY L D
wildly	W AY L D L IY
will	W IH L
willing	W IH L IH N G
willow	W IH L OW
wills	W IH L S
wills	W IH L Z
win	W IH N
wind	W AY N D
wind	W IH N D
windly	W AY N D L IY
window	W IH N D OW
windows	W IH N D OW Z
winds	W AY N D S
winds	W IH N D S
wine	W AY N
wing	W IH N G
wings	W IH N G Z
winked	W IH N K D
winner	W IH N AH R
winning	W IH N IH N G
wins	W IH N S
wins	W IH N Z
winter	W IH N T AH R
wiped	W AY P D
wire	W AY AH R
wire	W AY R
wisdom	W IH Z D AH M
wise	W AY Z
wisely	W AY Z L IY
wish	W IH SH
wishing	W IH SH IH N G
wit	W IH T
wit's	W IH T S
witch	W IH CH
with	W IH DH
with	W IH TH
within	W IH DH IH N
without	W IH DH AW T
witness	W IH T N EH S
witnesses	W IH T N EH S EH S
woke	W OW K
woken	W OW K AH N
woking	W AH K IH N G
wold	W OW L D
wole	W OW L
wolf	W UW L F
wolve	W UW L W
wolves	W UW L W Z
woman	W UH M AH N
women	W IH M EH N
women's	W IH M EH N S
women's	W IH M EH N Z
won	W AH N
won't	W OW N T
wonder	W AH N D AH R
wondered	W AH N D AH R D
wonderful	W AH N D AH R F UH L
wonderland	W AH N D AH R L AE N D
wont	W OW N T
wood	W UH D
wood-cutter	W UH D K AH T AH R
woodcutter	W UH D K AH T AH R
woodman	W UH D M AE N
woodman	W UH D M AH N
woods	W UH D S
woodsman	W UH D S M AE N
woodsman	W UH D S M AH N
wool	W UH L
word	W AH R D
words	W AH R D S
wore	W OW R
work	W AH R K
worked	W AH R K D
worker	W AH R K AH R
working	W AH R K IH N G
workroom	W AH R K R UW M
works	W AH R K S
workshop	W AH R K SH AO P
worktable	W AH R K T EY B AH L
world	W AH R L D
world's	W AH R L D S
world's	W AH R L D Z
worm	W AH R M
worn	W AO R N
worried	W AH R IY D
worry	W AH R IY
worrying	W AH R IY IH N G
worse	W AH R S
worst	W AH R S T
worth	W AH R TH
worthwhile	W AH R TH W AY L
worthy	W AH R DH IY
would	W UH D
wouldn't	W UH D AH N T
wounded	W AW N D EH D
wounded	W UH N D EH D
wove	W OW W
woven	W OW W EH N
wow	W AA OW
wpp	D AH B AH L Y UW P IY P
wrand	W R AE N D
wrap	R AE P
wrapped	R AE P D
wrist	R IH S T
write	R AY T
writes	R AY T S
written	R IH T AH N
wrong	R AO N G
wrongly	R AO NG L IY
wrote	R OW T
x	EH K S
y	W AY
ya	Y AA
yak	Y AH K
yamuna	Y AH M UH N AA
yard	Y AA R D
yards	Y AA R D S
yards	Y AA R D Z
yawned	Y AO N D
yawning	Y AO N IH N G
yay	Y EY Y
yeah	Y AE
year	Y IY AH R
yearly	IY AH R L IY
years	IY AH R S
yeh	Y EY
yes	Y EH S
yesterday	Y AH S T AH R D EY
yet	Y EH T
you	Y UW
you'll	Y UW W IH L
you're	Y UW AA R
young	Y AH N G
younger	Y AH N G AH R
youngest	Y AH NG G AH S T
your	Y AO R
yours	Y AO R S
yourself	Y AO R S EH L F
youth	Y UW TH
youths	Y UW TH S
yum	Y AH M
yummy	Y AH M IY
yup	Y AH P
z	Z EH D
zebra	Z EH B R AA
zebras	Z EH B R AA Z
zippy	Z IH P IY
zippy's	Z IH P IY Z
zone	Z OW N
zoo	Z UW
अ	AH
अँगी	AE N G IY
अँगी	AE NG G IY
अँट	AE N T
अँटी	AE N T IY
अँड	AE N D
अँडी	AE N D IY
अँन्ग्रिड	AH N N G R IH D
अँसीन	AE N S IY N
अं	AH M
अंक	AH N K
अंकात	AH N K AA TH
अंकिता	AH N K IH TH AA
अंकिता	AH NG K IH TH AA
अंग	AH N G
अंगणाचि	AH N G AH N N AA CH IH
अंगणात	AH N G AH N N AA TH
अंगत	AH N G AH TH
अंगनात	AH N G AH N AA TH
अंगाखाली	AH N G AA K HH AA L IY
अंगात	AH N G AA TH
अंगेर	AH N G EY R
अंग्रि	AH N G R IH
अंग्रिड	AH N G R IH D
अंग्री	AH N G R IY
अंग्री	AH NG G R IY
अंग्रेड	AH N G R EY D
अंजली	AH N JH AH L IY
अंट	AH N T
अंटर	AH N T AH R
अंटल	AH N T AH L
अंटली	AH N T AH L IY
अंटलीन	AH N T AH L IY N
अंटिअल	AH N T IH AH L
अंटिलो	AH N T IH L OW
अंटी	AH N T IY
अंटील	AH N T IY L
अंट्रल	AH N T R AH L
अंट्रिस्ट	AH N T R IH S T
अंट्रे	AH N T R EY
अंट्ली	AH N T L IY
अंड	AH N D
अंडअ	AH N D AH
अंडटेकिंग	AH N D AH T EY K IH N G
अंडटेकिंग	AH N D AH T EY K IH NG
अंडर	AH N D AH R
अंडरम	AH N D AH R AH M
अंडे	AH N D EY
अंडेर	AH N D EY R
अंड्श्टुन	AH N D SH T UH N
अंड्स्टून	AH N D S T UW N
अंतनात	AH N TH AH N AA TH
अंतरावर	AH N TH AH R AA W AH R
अंतिल	AH N TH IH L
अंद	AH N DH
अंदर	AH N DH AH R
अंधार	AH N DH HH AA R
अंधे	AH N DH HH EY
अंना	AH N N AA
अंबा	AH M B AA
अंबुटेट	AH M B UH T EH T
अंबोली	AH N B OW L IY
अंरेड	AH N R EY D
अंस्वड	AH N S W AH D
अंहा	AH N HH AA
अअअ	AH AH AH
अइ	AH IH
अएपिस	AH EY P IH S
अएफ	AH EH F
अक	AH K
अकरा	AH K AH R AA
अक़	AH K
अकाउंट	AH K AA UH N T
अकार	AH K AA R
अकिंग	AH K IH N G
अकिंग	AH K IH NG
अकित	AH K IH TH
अकेम	AH K EY M
अक्रॉ	AH K R AO
अक्रो	AH K R OW
अक्श्द	AH K SH DH
अक्स	AH K S
अक्सिकेड	AH K S IH K EY D
अक्स्ड	AH K S D
अग	AH G AH
अगआग	AH G AA G
अगणात	AH G AH N N AA TH
अगना	AH G AH N AA
अगनात	AH G AH N AA TH
अगर	AH G AH R
अगरड़	AH G AH R AH D
अगली	AH G L IY
अगले	AH G L EY
अगे	AH G EY
अगेड	AH G EY D
अगेदर	AH G EY DH AH R
अगेन	AH G EY N
अगेन्स्ट	AH G EY N S T
अगेर्ड	AH G EY R D
अगेश्ट	AH G EY SH T
अगॉर्डिंग	AH G AO R D IH N G
अग्ग्रेड	AH G G R EY D
अग्ग्रेण्ड	AH G G R EY N N D
अग्रिस	AH G R IH S
अग्रीट	AH G R IY T
अग्रे	AH G R EY
अग्रेंड	AH G R EY N D
अग्रेटेड	AH G R EY T EY D
अग्रेड	AH G R EY D
अग्रेन	AH G R EY N
अग्रेरिड	AH G R EY R IH D
अग्रेव	AH G R EY W
अग्लेड	AH G L EY D
अग्सड	AH G S AH D
अग्स्ड	AH G S D
अच	AH CH
अचा	AH CH AA
अचानक	AH CH AA N AH K
अच्छ	AH CH CH HH
अच्छा	AH CH CH HH AA
अच्छावन	AH CH CH HH AA W AH N
अच्छी	AH CH CH HH IY
अच्छे	AH CH CH HH EY
अछ	AH CH HH
अछतात	AH CH HH AH TH AA TH
अज	AH JH
अजब	AH JH AH B
अजय	AH JH AH Y
अजार	AH JH AA R
अजारी	AH JH AA R IY
अजीची	AH JH IY CH IY
अजीचे	AH JH IY CH EY
अजीब	AH JH IY B
अजीबाई	AH JH IY B AA IY
अजुबा	AH JH UH B AA
अजेबा	AH JH EY B AA
अजो	AH JH OW
अजोबा	AH JH OW B AA
अजोबांचा	AH JH OW B AA N CH AA
अजोबांन	AH JH OW B AA N N
अजोबांना	AH JH OW B AA N N AA
अझरेड	AH JH HH AH R EY D
अट	AH T AH
अटरडे	AH T AH R D EY
अटिंग	AH T IH N G
अटॅ	AH T AE
अटॅकेट	AH T AE K EY T
अटॅकेड	AH T AE K EY D
अटॅच्ड	AH T AE CH D
अटॅज	AH T AE JH
अट्	AH T
अट्ठ	AH T T HH
अट्ठा	AH T T HH AA
अट्ठाई	AH T T HH AA IY
अट्ठाईस	AH T T HH AA IY S
अट्ठान	AH T T HH AA N
अट्ठानबे	AH T T HH AA N AH B EY
अट्ठानवे	AH T T HH AA N AH W EY
अट्ठाय	AH T T HH AA Y
अट्ठाव	AH T T HH AA W
अट्ठावन	AH T T HH AA W AH N
अट्ठाश	AH T T HH AA SH
अट्ठास	AH T T HH AA S
अट्ठासी	AH T T HH AA S IY
अट्या	AH T Y AA
अट्यागिस	AH T Y AA G IH S
अट्याटिंग	AH T Y AA T IH N G
अट्याटिंग	AH T Y AA T IH NG
अट्रेंटिंगलि	AH T R EY N T IH N G L IY
अट्रेंटिंगलि	AH T R EY N T IH NG G L IY
अट्स	AH T S
अठ	AH T HH
अठरासो	AH T HH AH R AA S OW
अठहत्तर	AH T HH AH HH AH TH TH AH R
अठा	AH T HH AA
अठाइस	AH T HH AA IH S
अठाईस	AH T HH AA IY S
अठारा	AH T HH AA R AA
अठावन	AH T HH AA W AH N
अठासी	AH T HH AA S IY
अठ्ठावीस	AH T HH T HH AA W IY S
अठ्या	AH T HH Y AA
अठ्यावन	AH T HH Y AA W AH N
अठ्याशी	AH T HH Y AA SH IY
अठ्याहत्तर	AH T HH Y AA HH AH TH TH AH R
अड	AH D
अडकुआर	AH D AH K UH AA R
अडर	AH D AH R
अड़	AH D
अड़ता	AH D AH TH AA
अड़तालीस	AH D AH TH AA L IY S
अड़ती	AH D AH TH IY
अड़तीत	AH D AH TH IY TH
अड़तीस	AH D AH TH IY S
अड़सठ	AH D AH S AH T HH
अड़ीशठ	AH D IY SH AH T HH
अडुल्स	AH D UH L S
अणि	AH N IH
अणि	AH N N IH
अत	AH TH
अत्त्याकेद	AH TH TH Y AA K EY DH
अथावन	AH TH AA W AH N
अद	AH DH AH
अदा	AH DH AA
अधर	AH DH HH AH R
अन	AH N AH
अनगणात	AH N AH G AH N N AA TH
अनटाइल	AH N AH T AA IH L
अनम	AH N AH M
अनमल	AH N AH M AH L
अनय्यर	AH N AH Y Y AH R
अनली	AH N AH L IY
अनलॉन	AH N AH L AO N
अनवर	AH N AH W AH R
अनवेर	AH N W EY R
अनसाइ	AH N AH S AA IH
अनस्लिथ	AH N S L IH TH
अनहत्तर	AH N AH HH AH TH TH AH R
अना	AH N AA
अनाब	AH N AA B
अनि	AH N IH
अनिठिंग	AH N IH T HH IH N G
अनिठिंग	AH N IH T HH IH NG
अनिफ	AH N IH P HH
अनिमन	AH N IH M AH N
अनी	AH N IY
अनीतील	AH N IY TH IY L
अनुभव	AH N UH B HH AH W
अने	AH N EY
अनेथ	AH N EY TH
अनेदिंक	AH N EY DH IH N K
अनोंग	AH N OW N G
अनोंग	AH N OW NG
अनोट	AH N OW T
अनोटेर	AH N OW T EY R
अनोथर	AH N OW TH AH R
अनोदर	AH N OW DH AH R
अनोयडेड	AH N OW Y D EH D
अन्	AH N
अन्ग	AH N G
अन्टर	AH N T AH R
अन्टल	AH N T AH L
अन्ड	AH N D
अन्दर	AH N DH AH R
अन्माने	AH N M AA N EY
अन्सो	AH N S OW
अप	AH P
अपउन	AH P AH UH N
अपड	AH P AH D
अपन	AH P AH N
अपना	AH P N AA
अपनी	AH P N IY
अपने	AH P N EY
अपर	AH P AH R
अपर्ड	AH P AH R D
अपस्ट्रेम	AH P S T R EY M
अपस्ड	AH P AH S D
अपिया	AH P IH Y AA
अपेंड	AH P EY N D
अपेड	AH P EY D
अपॉइन्टिड	AH P AO IH N T IH D
अपॉर्चिट	AH P AO R CH IH T
अपो	AH P OW
अपोइंतेद	AH P OW IH N TH EY DH
अपोच	AH P OW CH
अपोर्च	AH P OW R CH
अपोर्चड	AH P OW R CH AH D
अप्प्रोस्ट	AH P R OW S T
अप्र	AH P R AH
अप्रिसियेशन	AH P R IH S IH Y EY SH AH N
अप्रुच	AH P R UH CH
अप्रॉच	AH P R AO CH
अप्रॉट	AH P R AO T
अप्रोऍज	AH P R OW EY JH
अप्रोस्ट	AH P R OW S T
अफ	AH F
अफेईड	AH P HH EY IY D
अफेक	AH P HH EY K
अफेट	AH F EY T
अफेड	AH F EY D
अफेरिका	AH P HH EY R IH K AA
अफेस	AH P HH EY S
अफोइन्स	AH F OW IH N S
अफ्ट	AH F T
अफ्टुड	AH F T UH D
अफ्थर	AH F TH AH R
अफ्रि	AH P HH R IH
अब	AH B
अबल	AH B AH L
अबाउंस्ट	AH B AW N S T
अबाउड	AH B AW D
अबाउन	AH B AA UH N
अबेंस	AH B EH N S
अबेन्स	AH B EY N S
अबेबल	AH B EY B AH L
अबेल	AH B EY L
अबेली	AH B EY L IY
अबॉइन्ड	AH B AO IH N D
अबो	AH B OW
अबोंल	AH B OW N L
अबोंली	AH B OW N L IY
अबोल	AH B OW L
अबोला	AH B OW L AA
अबोली	AH B OW L IY
अब्ड्रम	AH B D R AH M
अभ	AH B HH
अभयी	AH B HH AH Y IY
अभी	AH B HH IY
अभ्या	AH B HH Y AA
अभ्यास	AH B HH Y AA S
अम	AH M
अमन	AH M AH N
अमर	AH M AH R
अमल	AH M AH L
अमांग्स	AH M AA N G S
अमाउसिंग	AH M AA UH S IH N G
अमृत	AH M R UH TH
अमे	AH M EY
अमेजिट	AH M EY JH IH T
अमेय	AH M EY Y
अमेज़ड	AH M EY Z AH D
अमॉन्गेस्ट	AH M AO N G EY S T
अमॉन्ग्स	AH M AO N G S
अमॉन्जिंग	AH M AO N JH IH N G
अमो	AH M OW
अमोंगेस्ट	AH M OW N G EY S T
अमोजिंग	AH M OW JH IH N G
अमोली	AH M OW L IY
अमोसिंग	AH M OW S IH N G
अमोस्ट	AH M OW S T
अम्पिय	AH M P IH Y
अम्प्स	AH M P S
अम्ब	AH M B
अम्बा	AH M B AA
अम्बाला	AH M B AA L AA
अम्बेली	AH M B EY L IY
अम्बो	AH M B OW
अम्बोल	AH M B OW L
अम्बोली	AH M B OW L IY
अम्ब्यात	AH M B Y AA TH
अय	AH Y
अर	AH R AH
अरंच	AH R AH N CH
अरतात	AH R AH TH AA TH
अरतीस	AH R AH TH IY S
अरसठ	AH R AH S AH T HH
अरा	AH R AA
अराउ	AH R AA UH
अराउत	AH R AA UH TH
अराउन	AH R AA UH N
अरारम	AH R AA R AH M
अरिंग	AH R IH N G
अरिंग	AH R IH NG
अरिगिट	AH R IH G IH T
अरे	AH R EY
अरेड	AH R EH D
अरेष्टेट	AH R EH SH T EY T
अरोज्	AH R OW JH
अर्टिटुज	AH R T IH T UH JH
अर्ध	AH R DH HH
अर्धआगआग	AH R DH HH AA G AA G
अर्लेन	AH R L EY N
अल	AH L
अलंग	AH L AH N G
अलंग	AH L AH NG
अलग	AH L AH G
अलगो	AH L AH G OW
अलड	AH L AH D
अलतिल	AH L AH TH IH L
अलतीस	AH L AH TH IY S
अलबान	AH L AH B AA N
अलमन	AH L AH M AH N
अलमबॅमा	AH L AH M AH B AE M AA
अलम्बमा	AH L AH M B AH M AA
अलम्बामा	AH L AH M B AA M AA
अलम्ब्रा	AH L AH M B R AA
अलसीड	AH L AH S IY D
अला	AH L AA
अलाइ	AH L AA IH
अलाइंड	AH L AA IH N D
अलाइंस	AH L AA IH N S
अलाइस	AH L AA IH S
अलाउन	AH L AA UH N
अलाउस	AH L AW S
अलाबा	AH L AA B AA
अलाम्बा	AH L AA M B AA
अलारम	AH L AA R AH M
अलाराम	AH L AA R AA M
अलि	AH L IH
अलिगोट	AH L IH G OW T
अलिग्रेटर	AH L IH G R EY T AH R
अलिग्रोटर्स	AH L IH G R OW T AH R S
अलिन	AH L IH N
अलिबिय	AH L IH B IH Y AH
अलिब्यर	AH L IH B Y AH R
अलिस	AH L IH S
अलिसा	AH L IH S AA
अली	AH L IY
अले	AH L EY
अलेन	AH L EY N
अलेश	AH L EY SH
अलॉग	AH L AO G
अलॉफ	AH L AO P HH
अलो	AH L OW
अलोंबी	AH L OW N B IY
अलोगोटर्स	AH L OW G OW T AH R S
अलोन्क	AH L OW N K
अलोबी	AH L OW B IY
अल्क	AH L K
अल्ट	AH L T
अल्ट्न	AH L T AH N
अल्ड	AH L D
अल्डोम	AH L D OW M
अल्पट्स	AH L P AH T S
अल्बा	AH L B AA
अल्बामा	AH L B AA M AA
अल्ला	AH L L AA
अल्ली	AH L L IY
अल्वे	AH L W EY
अल्शो	AH L SH OW
अल्स	AH L S
अल्सी	AH L S IY
अल्से	AH L S EY
अव	AH W AH
अवडतात	AH W AH D AH TH AA TH
अवडली	AH W AH D AH L IY
अवन	AH W AH N
अवने	AH W AH N EY
अवल	AH W AH L
अवली	AH W AH L IY
अवळाने	AH W AH L AA N EY
अवि	AH W IH
अविडिस	AH W IH D IH S
अविस	AH W IH S
अवेज	AH W EY JH
अवेद	AH W EY DH
अवैबलेबल	AH W EY B L EH B AH L
अवॉन	AH W AO N
अवॉल्ड	AH W AO L D
अवो	AH W OW
अवोली	AH W OW L IY
अव्लिबल	AH W L IH B AH L
अव्ह	AH W HH
अव्हेल	AH W HH EY L
अश	AH SH
अस	AH S
असत	AH S AH TH
असतत	AH S AH TH AH TH
असता	AH S AH TH AA
असतांना	AH S AH TH AA N N AA
असतात	AH S AH TH AA TH
असतान	AH S AH TH AA N
असताना	AH S AH TH AA N AA
असती	AH S AH TH IY
असते	AH S AH TH EY
असतो	AH S AH TH OW
असर	AH S AH R
असल	AH S AH L
असली	AH S L IY
असले	AH S AH L EY
असल्याने	AH S AH L Y AA N EY
असल्यामुळे	AH S AH L Y AA M UH L EY
